Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
7,Kab. Teluk Wondama,8730000000,2744210911,31.43,19305000000,618202997,3.2,4800000000,3012250940,62.76,21770067223,7410376521.38,34.04,54605067223,13785041369.38,25.24,128438573000,111401994800,86.74,442048718000,413420417909,93.52,68142995000,55412539807,81.32,0,0,0,638630286000,580234952516,90.86,7465202000,7465202000,100,226681779766,226681779766,100,0,0,0,62961412000,55437256762,88.05,297108393766,289584238528,97.47,935738679766,869819191044,92.96,15862045166,5478734378,34.54,0,0,0,15862045166,5478734378,34.54,951600724932,875297925422,91.98,0,0,0,0,0,0,4000000000,2530309040,63.26,4000000000,2530309040,63.26,1010205792155,891613275831.38,88.26,,285113883640.66,268491637347.88,94.17,353363401431.61,252119847693.63,71.35,0,0,0,16500000000,16388019479,99.32,50643395234.1,45375768307,89.6,4358300000,2902371000,66.59,709978980306.37,585277643827.51,82.44,8320000000,4978500000,59.84,39826653875,33796972536,84.86,53436365433,36494889085.8,68.3,84873840824.09,66004252540.21,77.77,2217815000,7289460,0.33,0,0,0,188674675132.09,141281903622.01,74.881222677659,2093950000,1031845000,49.28,0,0,0,126820473600,110677993862,87.27,126820473600,110677993862,87.2713929543313,1027568079038.46,838269386311.52,81.577990150874,,18862286883.46,5980598883.46,31.71,1500000000,1500000000,100,17362286883.46,4480598883.46,25.806501836623813,,3.814697265625e-05,57824488403.319984,,1029068079038.46,897593874714.84,87.22395466328459,1029068079038.46,839769386311.52,81.60484261606707,,19 Desember
XXXV,Prov. Papua Barat Daya,207922772277,169729837684,81.63,1000000000,2262935600,226.29,0,0,0,73620383185.32,86143653216.4,117.01,282543155462.32,258136426500.4,91.36,83946237000,43924933800,52.33,485045646000,482561144190,99.49,0,0,0,9739824000,3489305803,35.83,578731707000,529975383793,91.58,0,0,0,693678915000,693678915000,100,0,0,0,0,0,0,693678915000,693678915000,100,1272410622000,1223654298793,96.17,0,0,0,0,0,0,0,0,0,1272410622000,1223654298793,96.17,498392000,549420000,110.24,0,0,0,0,75000000,0,498392000,624420000,125.29,1555452169462.32,1482415145293.4,95.3,,325785460535.5,268801682806.05,82.51,807218714631.82,594556190726.11,73.65,0,0,0,0,0,0,312422842251.18,245372107248.9,78.54,0,0,0,1445427017418.5,1108729980781.06,76.71,8096265300,7691452035,95,34359025970,26625614596.5,77.49,48020958962,40518998713.9,84.38,171270112696,132404000946.8,77.31,1511760000,1511760000,100,624375000,270845000,43.38,263882497928,209022671292.2,79.21050957658873,54579547352.59,10915909470.52,20,173665947657,93928151999.33,54.09,173980815306,144272203297,82.92,347646762963,238200355296.33002,68.51792700905477,2111535825662.09,1566868916840.11,74.20517794666377,,554773656199.77,554773656199.77,100,0,0,0,554773656199.77,554773656199.77,100,,-1310000000,470319884653.0598,,2110225825662.09,2037188801493.17,96.5389000892355,2111535825662.09,1566868916840.11,74.20517794666377,,19 Desember
1,Kab. Maybrat,767666258,513530696,66.9,111195000,78495000,70.59,2258781803,2239738603,99.16,11950063373,12592775328,105.38,15087706434,15424539627,102.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893360500040,741812233107,83.04,0,0,0,0,0,0,9288870686,8504679025.5,91.56,902649370726,750316912132.5,83.12,0,0,0,0,0,0,0,0,0,0,0,0,917737077160,765741451759.5,83.44,,218520527146,170023416095,77.81,316217648603,192496718183,60.87,0,0,0,0,0,0,43025392376,21900992376,50.9,6327118925,4018000000,63.5,584090687050,388439126654,66.5,2800000000,1871000000,66.82,20114522800,9621026670,47.83,61217350035,27949987750,45.66,98827550283,41552083424,42.05,384512000,78330000,20.37,0,0,0,183343935118,81072427844,44.21876719937415,7246840000,5003930000,69.05,0,0,0,227782622826,161507122856,70.9,227782622826,161507122856,70.90405793569822,1002464084994,636022607354,63.445924584700386,,85727007834,0,0,1000000000,1000000000,100,84727007834,-1000000000,-1.180261200725079,,0,128718844405.5,,1003464084994,765741451759.5,76.30980153754867,1003464084994,637022607354,63.482352470822015,,19 Desember
2,Kab. Raja Ampat,27256524000,9131347548.54,33.5,38279651000,16643435660,43.48,6651011060,6651011060,100,12650000000,9533048860,75.36,84837186060,41958843128.54,49.46,156120183893,114187045000,73.14,684823658854,610854275598,89.2,303476632000,230460986302,75.94,0,0,0,1144420474747,955502306900,83.49,0,0,0,280865000540,269766347000,96.05,0,0,0,94008482000,78515557766,83.52,374873482540,348281904766,92.91,1519293957287,1303784211666,85.82,9159384673,8466270589.89,92.43,964625000,0,0,10124009673,8466270589.89,83.63,1529417966960,1312250482255.89,85.8,0,0,0,0,0,0,0,0,0,0,0,0,1614255153020,1354209325384.43,83.89,,540052733782,452393956660.51,83.77,540700582059,491798145770,90.96,0,0,0,0,0,0,39668704990,8172695945,20.6,48327710701,28363073212.15,58.69,1168749731532,980727871587.66,83.91,6808911880,3596414500,52.82,51241115618,46749284886,91.23,204683117890,143271402191.54,70,119241084904,104893154312,87.97,74815500,74700000,99.85,6000000,0,0,382055045792,298584955889.54004,78.15233934957553,6501246385,6181395000,95.08,0,0,0,202743879236,186124340834,91.8,202743879236,186124340834,91.8026929026773,1760049902945,1471618563311.2002,83.61232035800901,,147794749925,123843796674.98,83.79,2000000000,0,0,145794749925,123843796674.98,84.94393435887639,,0,6434558748.209732,,1762049902945,1478053122059.41,83.88259149693023,1762049902945,1471618563311.2002,83.51741689333613,,19 Desember
3,Kab. Sorong,21280000000,43034850856,202.23,2611808000,4130818697,158.16,3000000000,0,0,113410316097,11879796269.61,10.48,140302124097,59045465822.61,42.08,190048502000,140674683688,74.02,554340996000,463467795650,83.61,206662469000,17204815512,8.33,0,0,0,951051967000,621347294850,65.33,2814358500,0,0,288088043450,217746849620,75.58,0,0,0,171596265000,133827870758,77.99,462498666950,351574720378,76.02,1413550633950,972922015228,68.83,10751847314,20833135071.9,193.76,3872400000,500000000,12.91,14624247314,21333135071.9,145.88,1428174881264,994255150299.9,69.62,0,0,0,0,0,0,0,0,0,0,0,0,1568477005361,1053300616122.51,67.15,,553664085417,402340488408,72.67,514298082893,262890948662,51.12,0,0,0,0,0,0,27757413762,22958820794,82.71,15842169540,8159133180,51.5,1111561751612,696349391044,62.65,3629353000,2602416350,71.7,51262898086,15754208371,30.73,123296785000,58875118084,47.75,112388067794,60012578262,53.4,127932000,12210000,9.54,270000000,260920000,96.64,290975035880,137517451067,47.2609104252205,3739540308,520323000,13.91,0,0,0,250296275600,250779264715,100.19,250296275600,250779264715,100.19296696039213,1656572603400,1085166429826,65.50672319455069,,89005598039,89005680039.42,100,910000000,910000000,100,88095598039,88095680039.42,100.00009308117752,,0,56229866335.93001,,1657482603400,1142306296161.93,68.91814694276205,1657482603400,1086076429826,65.52566087861963,,19 Desember
4,Kab. Sorong Selatan,11942500000,3461559572,28.99,1372873900,4396985888,320.28,4500000000,5752131321,127.83,4007000000,3858659198,96.3,21822373900,17469335979,80.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889020430273,575919288959,64.78,3687657000,4619908907.67,125.28,0,1802250000,0,3687657000,6422158907.67,174.15,892708087273,582341447866.67,65.23,0,0,0,0,0,0,8788400,0,0,8788400,0,0,914539249573,599810783845.67,65.59,,375162154653,262951992695,70.09,214778936439,86059893888,40.07,0,0,0,0,0,0,44541132354,11406780000,25.61,10251777670,12497000000,121.9,644734001116,372915666583,57.84,5050000000,5560000000,110.1,24930908148,3641228264,14.61,26928459359,3553871624,13.2,57019221350,20810943500,36.5,276989000,0,0,200000000,0,0,114405577857,33566043388,29.339516496263414,7070604200,650000000,9.19,0,0,0,148329066400,59006357330.67,39.78,148329066400,59006357330.67,39.78071106545439,914539249573,466138067301.67,50.96971699348176,,0,0,0,0,1255000000,0,0,-1255000000,0,,0,132417716544.00006,,914539249573,599810783845.67,65.5861171760231,914539249573,467393067301.67,51.1069445646971,,03 Oktober
5,Kab. Tambrauw,5313696400,1847774663,34.77,433439000,123300000,28.45,2244313895,2244313895,100,12847486051,16866013846.51,131.28,20838935346,21081402404.51,101.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972873861540,843992330912,86.75,34000000000,37498317375.06,110.29,7151625000,6651625000,93.01,4292040540,6790028362.58,158.2,977165902080,850782359274.58,87.07,3477850000,2342396783.89,67.35,0,0,0,2002729706,178887,0.01,5480579706,2342575670.89,42.74,1003485417132,874206337349.98,87.12,,217167923018.2,178926277269,82.39,428393921797.23,309851588380.2,72.33,0,0,0,1954168000,1193903088,61.1,32840978574,19823423735,60.36,14854366500,14703866500,98.99,695211357889.43,524499058972.2,75.44,2500000000,0,0,17580390563.57,10453575025,59.46,71587149744.49,49711386327.8,69.44,50820166211,20433374968.6,40.21,1157395014,0,0,0,0,0,143645101533.06,80598336321.4,56.1093524674423,7765285383.41,6733800000,86.72,0,0,0,217024573500,137164602875,63.2,217024573500,137164602875,63.20233725744426,1063646318305.9,748995798168.6,70.41774932870045,,62160901173.9,31245888921.5,50.27,2000000000,0,0,60160901173.9,31245888921.5,51.93720225563312,,0,156456428102.88,,1065646318305.9,905452226271.48,84.9674240615698,1065646318305.9,748995798168.6,70.28558962783337,,19 Desember
6,Kota Sorong,127516695692,102231980022,80.17,13365000000,5504128137,41.18,1500000000,1815600522,121.04,57650000000,44451752982,77.11,200031695692,154003461663,76.99,29188257000,22049793000,75.54,622186263000,547438283971,87.99,187085976000,95712287041,51.16,0,0,0,838460496000,665200364012,79.34,0,0,0,158172376540,110305292250,69.74,0,0,0,0,0,0,158172376540,110305292250,69.74,996632872540,775505656262,77.81,34000000000,37498317375.06,110.29,7151625000,6651625000,93.01,41151625000,44149942375.06,107.29,1037784497540,819655598637.06,78.98,0,0,0,0,0,0,15000000000,10041391846,66.94,15000000000,10041391846,66.94,1252816193232,983700452146.06,78.52,,541024230396.2,450825324796,83.33,454640969879.8,353471053431.46,77.75,0,0,0,0,0,0,68769382784,32332643243,47.02,1855000000,1855000000,100,1066289583060,838484021470.46,78.64,9662000000,7350000000,76.07,58141091027,26579754425,45.72,120656645115,60700530461,50.31,85981925250.16,40280887962,46.85,0,0,0,0,0,0,274441661392.16,134911172848,49.158415731648105,2727976606.5,0,0,0,0,0,3000000000,0,0,3000000000,0,0,1346459221058.66,973395194318.46,72.29295763989965,,95038027826.66,102481048499.43,107.83,1395000000,0,0,93643027826.66,102481048499.43,109.43799114348354,,0,112786306327.03009,,1347854221058.66,1086181500645.49,80.58597759870192,1347854221058.66,973395194318.46,72.21813599054619,,19 Desember
XXXVI,Prov. Papua Tengah,518420666514,416813745490.9,80.4,0,0,0,0,0,0,7100000000,29578171311.2,416.59,525520666514,446391916802.1,84.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378527030000,1974355402080,83.01,0,0,0,0,0,0,0,0,0,2378527030000,1974355402080,83.01,1075000000,1012758869,94.21,0,0,0,1161327267089,1161327267089,100,1162402267089,1162340025958,99.99,4066449963603,3583087344840.1,88.11,,417556396737,362113635044,86.72,2173798238037.72,1013064928347.57,46.6,0,0,0,0,0,0,491888241038,309341800000,62.89,27960000251,5800000000,20.74,3111202876063.72,1690320363391.57,54.33,20025000000,2052632000,10.25,88933941282,21870131357,24.59,151338175576,63747428183,42.12,482727677430.28,162666314861.58,33.7,129797000,129315000,99.63,4620000000,1092604750,23.65,747774591288.28,251558426151.58,33.64094328455189,133791448544,36862755600,27.55,267926253568,225101388639,84.02,551125000000,516125000000,93.65,819051253568,741226388639,90.49816912067777,4811820169464,2719967933782.1504,56.52679938130635,,745370205861,0,0,0,0,0,745370205861,0,0,,0,863119411057.9497,,4811820169464,3583087344840.1,74.46428209388442,4811820169464,2719967933782.1504,56.52679938130635,,05 Desember
1,Kab. Deiyai,4113124414,5325309533,129.47,0,0,0,1141989361,1141989361,100,5196922626,7267848897,139.85,10452036401,13735147791,131.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964954468000,810443644172,83.99,0,0,0,0,0,0,86594520165,84847142580,97.98,1051548988165,895290786752,85.14,221205193731,221205193731,100,0,0,0,5000000000,0,0,226205193731,221205193731,97.79,1288206218297,1130231128274,87.74,,283602787732,231087503974.8,81.48,440385570658,381598728389,86.65,0,0,0,0,0,0,87921491552,86703568163,98.61,18470000000,18470000000,100,830379849942,717859800526.8,86.45,5260000000,5260000000,100,30914583313,26799848888,86.69,94125501713,68989123031.6,73.29,198074647175,128958744851,65.11,3504659034,1797640000,51.29,1371215000,1352320368,98.62,333250606235,233157677138.6,69.964667063256,5000000000,4218435000,84.37,0,0,0,130443988100,97266543430,74.57,130443988100,97266543430,74.56575411925787,1299074444277,1052502456095.4,81.01941045273739,,11368225980,0,0,500000000,500000000,100,10868225980,-500000000,-4.600566835103662,,0,77228672178.59998,,1299574444277,1130231128274,86.96932547814052,1299574444277,1053002456095.4,81.02671307000216,,19 Desember
2,Kab. Dogiyai,2801000000,231647132,8.27,10000000,0,0,2301355313,2681927469,116.54,11225000000,16759790988.5,149.31,16337355313,19673365589.5,120.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050197597000,824108234016,78.47,0,0,0,0,0,0,67898401629,63427598057,93.42,1118095998629,887535832073,79.38,0,0,0,0,0,0,221205193731,221205193731,100,221205193731,221205193731,100,1355638547673,1128414391393.5,83.24,,329666717255,210289292768,63.79,532645650664,281189564861,52.79,0,0,0,4120000000,3000000000,72.82,87769436998,30693512000,34.97,12865000000,8165000000,63.47,967066804917,533337369629,55.15,10000000000,0,0,40395733881,22282894240,55.16,111205163431,49601977658,44.6,36450766460,7369902025,20.22,4869600000,2828020000,58.07,930000000,925026000,99.47,203851263772,83007819923,40.719796574742425,30701019738,5938275000,19.34,0,0,0,155436877000,84024884640,54.06,155436877000,84024884640,54.057239351251255,1357055965427,706308349192,52.04710543899779,,1997417754,0,0,580000000,580000000,100,1417417754,-580000000,-40.91948180860729,,0,421526042201.5,,1357635965427,1128414391393.5,83.11612391902082,1357635965427,706888349192,52.06759154834789,,05 Desember
3,Kab. Intan Jaya,12686297190,5806217358.3,45.77,0,0,0,1266510905,1266510905,100,3203729282,8105854461.11,253.01,17156537377,15178582724.41,88.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186354257000,935806560225,78.88,0,0,0,0,0,0,50356002668,49951845670,99.2,1236710259668,985758405895,79.71,221205193731,221205193731,100,0,0,0,5578674240,0,0,226783867971,221205193731,97.54,1480650665016,1222142182350.41,82.54,,374357134078.17,299590676665,80.03,495583499601.82,311858485937.42,62.93,0,0,0,5343517000,5297400000,99.14,114682420000,77170000000,67.29,23415500000,13075709664,55.84,1013382070679.99,706992272266.42,69.77,25350000000,19424538664,76.63,31401784483.49,10839022975,34.52,188204213674.03,66000430351.79,35.07,137438131440.82,68347550690.75,49.73,2068423600,190187776,9.19,765000000,0,0,385227553198.34,164801730457.54,42.780359060321274,29306125298.1,26395250000,90.07,0,0,0,182598149500,97188440050,53.23,182598149500,97188440050,53.22531488743264,1610513898676.4302,995377692773.9601,61.80497377836925,,131863233660.43,0,0,2000000000,0,0,129863233660.43,0,0,,-0.00018310546875,226764489576.44983,,1612513898676.43,1222142182350.41,75.79110997762923,1612513898676.4302,995377692773.9601,61.728317107280596,,05 Desember
4,Kab. Mimika,342089600000,168622620617,49.29,18903177500,9015012102,47.69,8215500000,0,0,124919300000,24588969732.86,19.68,494127577500,202226602451.86,40.93,2390516350800,1644851107700,68.81,683313559000,388039003076,56.79,242159725000,33548573150,13.85,0,0,0,3315989634800,2066438683926,62.32,0,0,0,223013841000,0,0,0,0,0,130178674000,69217244356,53.17,353192515000,69217244356,19.6,3669182149800,2135655928282,58.21,126988280700,87268725814,68.72,80000000000,0,0,206988280700,87268725814,42.16,3876170430500,2222924654096,57.35,0,0,0,0,0,0,1780179992000,1767055445150,99.26,1780179992000,1767055445150,99.26,6150478000000,4192206701697.86,68.16,,1586604165094.06,1202260945339,75.78,2710369540458.54,1546452715792.87,57.06,0,0,0,0,0,0,270685354722,221426218902,81.8,3000000000,2000000000,66.67,4570659060274.6,2972139880033.87,65.03,90916670468,57162089963,62.87,223968652901,120074497386,53.61,778300551283,237260008782.48,30.48,659708179022,121535506312.56,18.42,430003300,148513300,34.54,9882183484,2005123000,20.29,1763206240458,538185738744.04,30.523130328999066,40379009318,16690979000,41.34,0,0,0,429027031000,190184477706,44.33,429027031000,190184477706,44.32925292905379,6803271341050.6,3717201075483.91,54.63843626307398,,661277699968.6,661277699968.6,100,8484358918,0,0,652793341050.6,661277699968.6,101.29970059197377,,0,1136283326182.5498,,6811755699968.6,4853484401666.46,71.25159232720037,6811755699968.6,3717201075483.91,54.570381546435165,,12 Desember
5,Kab. Nabire,76900000000,66739146499.54,86.79,7570463000,6111993976,80.73,3554878767,3589878767,100.98,65029537000,72618138890.69,111.67,153054878767,149059158133.23,97.39,147920691000,145043516050,98.05,711390408000,688363516170,96.76,86827200000,67145674285,77.33,177554911000,115536579316,65.07,1123693210000,1016089285821,90.42,14235394000,14235394000,100,213795468000,160346601000,75,0,0,0,73752753000,52205728200,70.78,301783615000,226787723200,75.15,1425476825000,1242877009021,87.19,35658815263,30489673973,85.5,50000000000,50000000000,100,85658815263,80489673973,93.97,1511135640263,1323366682994,87.57,221205193731,221205193731,100,0,0,0,11670450413,6777930766,58.08,232875644144,227983124497,97.9,1897066163174,1700408965624.23,89.63,,662295200728,599193691741.8,90.47,604830930398,491062865191.7,81.19,8000000000,4733093376,59.16,0,0,0,91362506939,63722348170,69.75,101600000000,91545000000,90.1,1468088638065,1250256998479.5,85.16,6500000000,6500000000,100,77854062487,54715181915,70.28,110866238038,67109511756,60.53,95930643062,37330910758,38.91,4555174800,389800000,8.56,3000000000,2950000000,98.33,298706118387,168995404429,56.57580947506794,78886942313,71800000000,91.02,0,0,0,167975484300,145787054925,86.79,167975484300,145787054925,86.79067396801071,2013657183065,1636839457833.5,81.28689786918231,,148791019891,157969293980.41,106.17,32200000000,32000000000,99.38,116591019891,125969293980.41,108.04373621414211,,0,189538801771.13998,,2045857183065,1858378259604.64,90.83616759702217,2045857183065,1668839457833.5,81.57164985159565,,19 Desember
6,Kab. Paniai,7570164050,12188006066,161,249640000,160932000,64.47,2061107915,2061107915,100,19149166862.45,19214330724.45,100.34,29030078827.45,33624376705.45,115.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458583929000,1345230346973,92.23,0,0,0,0,0,0,124967323101,114963117277,91.99,1583551252101,1460193464250,92.21,0,0,0,0,0,0,230205193731,225496910526,97.95,230205193731,225496910526,97.95,1842786524659.45,1719314751481.45,93.3,,443086741887.57,324770716872,73.3,673100660478,549935825403,81.7,0,0,0,0,0,0,267968265647,209822872800,78.3,43646292353,31110992000,71.28,1427801960365.57,1115640407075,78.14,10000000000,0,0,57966989514,28447762989,49.08,108792968032,58857783983,54.1,84715222334,41703468180,49.23,592918800,543156971,91.61,0,0,0,262068098680,129552172123,49.43454498107018,119729620000,8540800000,7.13,0,0,0,257519732100,227795263550,88.46,257519732100,227795263550,88.45740157167552,2067119411145.57,1481528642748,71.67116881394658,,224777886486.12,0,0,445000000,0,0,224332886486.12,0,0,,0,237786108733.44995,,2067564411145.5698,1719314751481.45,83.15652669455815,2067564411145.57,1481528642748,71.65574309373672,,19 Desember
7,Kab. Puncak,1760000000,693290655,39.39,30000000,114526928,381.76,1500000000,1885704852,125.71,19160000000,21451038219.74,111.96,22450000000,24144560654.74,107.55,201172602000,202675575941,100.75,776286866000,750880542818,96.73,48052010000,15476542998,32.21,0,0,0,1025511478000,969032661757,94.49,6963420000,6963420000,100,292612833000,292612833000,100,0,0,0,185746586000,154743813800,83.31,485322839000,454320066800,93.61,1510834317000,1423352728557,94.21,15328182658,15848145864,103.39,51000000000,50000000000,98.04,66328182658,65848145864,99.28,1577162499658,1489200874421,94.42,0,0,0,0,0,0,233060810227,222705193731,95.56,233060810227,222705193731,95.56,1832673309885,1736050628806.74,94.73,,402208498123.6,365939694733,90.98,925976050077.45,841811483784.67,90.91,0,0,0,4006800000,0,0,41767463310,29217134310,69.95,20465910000,20454333950,99.94,1394424721511.05,1257422646777.67,90.18,13411515787,6161599800,45.94,36994426842,25768582919,69.66,137449339680,92088960815.26,67,148425910481,58716139710.13,39.56,574064400,574064400,100,0,0,0,336855257190,183309347644.38998,54.417837849268324,30000000000,29900000000,99.67,0,0,0,286890013600,253643813800,88.41,286890013600,253643813800,88.41151722821766,2048169992301.05,1724275808222.0598,84.1861669052623,,216496682416.05,0,0,1000000000,0,0,215496682416.05,0,0,,0,11774820584.680176,,2049169992301.05,1736050628806.74,84.71969799134611,2049169992301.05,1724275808222.0598,84.14508384859957,,19 Desember
8,Kab. Puncak Jaya,1455000004,547078896,37.6,795000000,428527489.61,53.9,8000000000,6006620195,75.08,8115000000,4500178590,55.46,18365000004,11482405170.61,62.52,135759926000,109527097399,80.68,753297095000,701566632298,93.13,223704000,0,0,45339313000,13049787080,28.78,934620038000,824143516777,88.18,13968710000,6984355000,50,234613386000,234613386000,100,0,0,0,275517473000,154326575600,56.01,524099569000,395924316600,75.54,1458719607000,1220067833377,83.64,20075619835,15292582002,76.17,50000000000,50000000000,100,70075619835,65292582002,93.17,1528795226835,1285360415379,84.08,221205193731,221205193731,100,0,0,0,17550000000,0,0,238755193731,221205193731,92.65,1785915420570,1518048014280.61,85,,380440215740,306412024962,80.54,529678634824,308451229925,58.23,0,0,0,0,0,0,32193981000,14816300000,46.02,161446942285,132990917200,82.37,1103759773849,762670472087,69.1,840368550,150000000,17.85,20674690286,10962916447,53.03,167731476258,74525783582,44.43,111254406417,64868276931,58.31,528653297,560062143,105.94,0,0,0,301029594808,151067039103,50.183450965793654,70000000000,61909061535,88.44,0,0,0,364229493800,243038596400,66.73,364229493800,243038596400,66.7267754361083,1839018862457,1218685169125,66.26822562857184,,53103441887,0,0,0,0,0,53103441887,0,0,,0,299362845155.6101,,1839018862457,1518048014280.61,82.54662555513104,1839018862457,1218685169125,66.26822562857184,,12 Desember
XXXVII,Prov. Papua Pegunungan,167334249968,108733300674,64.98,0,0,0,0,0,0,2534789929,20454507656.03,806.95,169869039897,129187808330.03,76.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622680780000,1331275370550,82.04,0,0,0,0,0,0,0,0,0,1622680780000,1331275370550,82.04,45084780000,13500000000,29.94,0,0,0,0,0,0,45084780000,13500000000,29.94,1837634599897,1473963178880.03,80.21,,402919887078.98,202612469250.52,50.29,800518549039.9,905707647447.7,113.14,0,0,0,0,0,0,166200000000,102024521976.76,61.39,20950000000,36996750000,176.6,1390588436118.88,1247341388674.98,89.7,12000000000,2500000000,20.83,35136713882,11095810000,31.58,91925857243,16017463200,17.42,284161691395,229115743518.3,80.63,0,0,0,0,0,0,423224262520,258729016718.3,61.13284129264055,14189334024,14681729000,103.47,72982744194,82062972249,112.44,35260540463,14450000000,40.98,108243284657,96512972249,89.16301140974161,1936245317319.88,1617265106642.28,83.5258369471939,,0,0,0,0,0,0,0,0,0,,-98610717422.87988,-143301927762.25,,1837634599897,1473963178880.03,80.20980770402593,1936245317319.88,1617265106642.28,83.5258369471939,,19 Desember
