Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
13,Kab. Bireun,73947532994,51207879574,69.25,149244360266,110378441637.81,73.96,4268554377,4268554377,100,18398841243,14548567420.83,79.07,245859288880,180403443009.64,73.38,0,0,0,0,0,0,0,0,0,0,0,0,1178290035748,1019516835160,86.53,0,0,0,45604892000,34203669000,75,0,0,0,434655377000,418019529918,96.17,480260269000,452223198918,94.16,1658550304748,1471740034078,88.74,46383513884.12,32366469749,69.78,2262829000,0,0,48646342884.12,32366469749,66.53,1707196647632.12,1504106503827,88.1,0,0,0,0,0,0,31500000000,24641510896,78.23,31500000000,24641510896,78.23,1984555936512.12,1709151457732.64,86.12,,832107381733.61,718047865721,86.29,416389269187.43,257049393977,61.73,0,0,0,442850000,442850000,100,60432537869,41004997983,67.85,36502454980,11714525400,32.09,1345874493770.04,1028259633081,76.4,0,0,0,35696560555,15498673404,43.42,73774137704,27084324902,36.71,45485406267,14898253850,32.75,19646485300,5351291580,27.24,0,0,0,174602589826,62832543736,35.98603193607592,2316638309.71,0,0,8873476399,0,0,524870213300,485838811985,92.56,533743689699,485838811985,91.02474115600026,2056537411604.75,1576930988802,76.67893518025014,,71981475092.63,71981475092.63,100,0,0,0,71981475092.63,71981475092.63,100,,0.0001220703125,204201944023.2699,,2056537411604.75,1781132932825.27,86.60834093144081,2056537411604.75,1576930988802,76.67893518025014,,05 Desember
14,Kab. Gayo Lues,27567628358,8306638795.09,30.13,44227129591,37721267617.31,85.29,4563729067,3598356115,78.85,18323529190,4375295928.95,23.88,94682016206,54001558456.35,57.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664110189000,490727839867,73.89,0,0,0,0,0,0,33702261161,48790800512,144.77,697812450161,539518640379,77.32,0,0,0,0,0,0,0,0,0,0,0,0,792494466367,593520198835.35,74.89,,316967859338.45,269408538908,85,222189161666.55,116390181712.06,52.38,0,0,0,657332000,657330000,100,25116413501,11405817797,45.41,6373355112,2370664800,37.2,571304121618,400232533217.06,70.06,54100000,35084780,64.85,13904491070,10336203391,74.34,4151592000,866157300,20.86,43453997253,12287254400,28.28,2634261320,593137720,22.52,0,0,0,64198441643,24117837591,37.56763711667094,11713848000,10282459300,87.78,1265744762,0,0,151270372520,129565222708,85.65,152536117282,129565222708,84.9406848795471,799752528543,564198052816.06,70.54657943300582,,7258062176,0,0,0,0,0,7258062176,0,0,,0,29322146019.289917,,799752528543,593520198835.35,74.2129818478515,799752528543,564198052816.06,70.54657943300582,,2025-11-28 00:00:00
15,Kab. Nagan Raya,41783739403,35052104309,83.89,1051497475,777232440,73.92,2056156156,2056156156,100,91102463457,55708373745.31,61.15,135993856491,93593866650.31,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975512323384,877513583349,89.95,45268254667,26273595697,58.04,425383150,425383150,100,45693637817,26698978847,58.43,1021205961201,904212562196,88.54,0,0,0,0,0,0,0,0,0,0,0,0,1157199817692,997806428846.31,86.23,,456967086782,333270970045,72.93,347811824520.67,187897987424,54.02,0,0,0,596000000,596000000,100,6250519685,902627255,14.44,12872315500,4484750000,34.84,824497746487.67,527152334724,63.94,0,0,0,25014045824.27,14868589154,59.44,35009674190.06,13483307713,38.51,38018919509,23138409657,60.86,4622643977,1114326899,24.11,124150000,11910000,9.59,102789433500.33,52616543423,51.188669526844976,8800000000,1338500000,15.21,2436193366,1683060051,69.09,239141961575,184218930802,77.03,241578154941,185901990853,76.95314623890656,1177665334929,767009369000,65.12965494108239,,20465517237,20475501793.16,100.05,0,0,0,20465517237,20475501793.16,100.0487872162935,,0,251272561639.47006,,1177665334929,1018281930639.4701,86.46615472475133,1177665334929,767009369000,65.12965494108239,,2025-11-30 00:00:00
16,Kab. Pidie Jaya,17509880973,14534924916,83.01,4950500000,2142806335,43.28,2550000000,2580274412.49,101.19,119400000000,78899405979.12,66.08,144410380973,98157411642.61,67.97,12081318000,7567050630,62.63,424080768000,375920558543,88.64,17382868000,11911978132,68.53,95365301000,62432831547,65.47,548910255000,457832418852,83.41,0,0,0,35765196000,26823897000,75,0,0,0,159206462000,159206462000,100,194971658000,186030359000,95.41,743881913000,643862777852,86.55,15168574892,17434448914,114.94,21816849000,20102000000,92.14,36985423892,37536448914,101.49,780867336892,681399226766,87.26,0,0,0,0,0,0,12259728955,9441781781,77.01,12259728955,9441781781,77.01,937537446820,788998420189.61,84.16,,339117401740,265345674691,78.25,299670709738,151870580015.76,50.68,0,0,0,0,0,0,9572779866,2779821676.2,29.04,6687500000,2485868854,37.17,655048391344,422481945236.96,64.5,6077000000,2007774000,33.04,18191993990,9071912948,49.87,34554541933,23535769607.99,68.11,31219870708,14189805231.65,45.45,2480137950,43308300,1.75,0,0,0,92523544581,48848570087.64001,52.79582652054082,514825055,66640000,12.94,0,0,0,203350685840,195979915200,96.38,203350685840,195979915200,96.37534016197051,951437446820,667377070524.6001,70.14408280388605,,15000000000,0,0,1100000000,1000000000,90.91,13900000000,-1000000000,-7.194244604316546,,0,120621349665.00989,,952537446820,788998420189.61,82.83122336278147,952537446820,668377070524.6001,70.16806244793257,,2025-11-14 00:00:00
17,Kab. Pidie,38870516899,44507121948.2,114.5,4229608080,3637842070,86.01,2429620214,3034694291,124.9,226421683922,136615483814.35,60.34,271951429115,187795142123.55,69.05,21426448000,17906178200,83.57,870445778475,877172654609,100.77,21777722000,15782979608,72.47,229416377458,117528541927,51.23,1143066325933,1028390354344,89.97,0,0,0,50486227000,37864670250,75,0,0,0,502708798000,397660662318,79.1,553195025000,435525332568,78.73,1696261350933,1463915686912,86.3,25245873038,39128182307,154.99,2539741000,582000000,22.92,27785614038,39710182307,142.92,1724046964971,1503625869219,87.21,0,0,0,0,0,0,0,1876000,0,0,1876000,0,1995998394086,1691422887342.55,84.74,,919344844206.32,722718780255.92,78.61,403267677103.87,246683248847,61.17,0,0,0,555500000,487500000,87.76,83485762396.66,40315680982,48.29,27345022620,5170628209,18.91,1433998806326.85,1015375838293.92,70.81,2731226670,31208880,1.14,40264520277.31,17500076123,43.46,55078370474.6,30201827366,54.83,40040106868,20755356418,51.84,8013483800,5049819950,63.02,0,0,0,146127708089.91,73538288737,50.324671274357556,7601502208.8,6580000000,86.56,2899453863,0,0,595759798000,471744342318,79.18,598659251863,471744342318,78.8001422929577,2186387268488.56,1567238469348.92,71.68164999571852,,190388874402.56,190388874402.56,100,0,0,0,190388874402.56,190388874402.56,100,,0,314573292396.1901,,2186387268488.56,1881811761745.11,86.06946211528201,2186387268488.56,1567238469348.92,71.68164999571852,,12 Desember
18,Kab. Simeulue,5765000000,6073052370.84,105.34,11017567916,5610507500,50.92,5000000000,5101608866,102.03,100916066380.65,32480828745.44,32.19,122698634296.65,49265997482.28,40.15,14428543000,6971147900,48.31,433420475000,378749949894,87.39,26878175000,16052944347,59.72,88493635000,7425642094,8.39,563220828000,409199684235,72.65,0,0,0,38546698000,27698601750,71.86,0,0,0,102841865000,80161985426,77.95,141388563000,107860587176,76.29,704609391000,517060271411,73.38,22434234535.72,19093635786,85.11,174000000,0,0,22608234535.72,19093635786,84.45,727217625535.72,536153907197,73.73,0,117376697.24,0,0,0,0,12118493127,0,0,12118493127,117376697.24,0.97,862034752959.37,585537281376.52,67.93,,389781603748.17,274268601333.15,70.36,205273897586.16,86663647110.43,42.22,0,0,0,1000000000,500000000,50,4138346694,4008346694,96.86,18937033915,8962708498,47.33,619130881943.33,374403303635.58,60.47,0,0,0,42082978155.8,16308084126,38.75,3489598476,1885043092,54.02,29134863539,21831215476,74.93,18806432506,8689239596.2,46.2,84902300,19902300,23.44,93598774976.8,48733484590.2,52.06637010183029,5259191554.9,283013600,5.38,2643445676,0,0,150673352100,110342837111,73.23,153316797776,110342837111,71.97048119424845,871305646251.03,533762638936.78,61.26009182121136,,9770893291.66,9770893291.33,100,500000000,500000000,100,9270893291.66,9270893291.33,99.99999999644047,,-3.4332275390625e-05,61045535731.06999,,871805646251.03,595308174667.85,68.28450552342893,871805646251.03,534262638936.78,61.28231002336765,,2025-11-28 00:00:00
19,Kota Langsa,33905738179,29218459367,86.18,2818940500,1946177988,69.04,896824266,956997704,106.71,172984843265,117080929036.85,67.68,210606346210,149202564095.85,70.84,18382476000,8197251300,44.59,462146834000,397257152278,85.96,108026792000,56978396765,52.74,0,0,0,588556102000,462432800343,78.57,0,0,0,33979938000,25484953500,75,0,0,0,58243045000,53222323118,91.38,92222983000,78707276618,85.34,680779085000,541140076961,79.49,22452662454,19944731154,88.83,1517772000,18000000,1.19,23970434454,19962731154,83.28,704749519454,561102808115,79.62,0,0,0,0,0,0,0,0,0,0,0,0,915355865664,710305372210.85,77.6,,423427852068,347181743766,81.99,286238558566,218017655339,76.17,0,0,0,1339014000,1118265000,83.51,11798619946,5116173046,43.36,18966622000,10561886144,55.69,741770666580,581995723295,78.46,0,0,0,36112650677,12883641615,35.68,6464853360,1744479802,26.98,7012571895,3007198198,42.88,1771035020,853710700,48.2,65000000,59995500,92.3,51426110952,18549025815,36.069275843769816,12265577200,0,0,3672467868,0,0,111429539064,88287569850,79.23,115102006932,88287569850,76.70376234374311,920564361664,688832318960,74.8271764197862,,5208496000,38445977282.05,738.14,0,0,0,5208496000,38445977282.05,738.1397102359299,,0,59919030532.89998,,920564361664,748751349492.9,81.33612169598517,920564361664,688832318960,74.8271764197862,,2025-11-14 00:00:00
20,Kota Banda Aceh,204854144922,173796031495.5,84.84,29638361674,23020268560,77.67,11934797838,11836101681.11,99.17,189688859380,139580265958.81,73.58,436116163814,348232667695.42,79.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989937227000,903699123305,91.29,0,0,0,0,0,0,50070651983,51123672890,102.1,1040007878983,954822796195,91.81,0,0,0,0,0,0,16261490280,14114177727,86.8,16261490280,14114177727,86.8,1492385533077,1317169641617.42,88.26,,553729699031,549482680743,99.23,572914338806,428228329469.69,74.75,1482912500,1175813437.31,79.29,1580000000,1580000000,100,45105329905,31393232952,69.6,4058623000,2571677500,63.36,1178870903242,1014431734102,86.05,4231000000,1430989000,33.82,76080357916,61686069890,81.08,63255437342,39903316774.24,63.08,27719816743,19049683802,68.72,5235055800,3822989400,73.03,0,0,0,176521667801,125893048866.23999,71.31875108282135,500000000,0,0,3339960013,0,0,148335651940,133859904192,90.24,151675611953,133859904192,88.25407227200073,1507568182996,1274184687160.24,84.51920792252623,,17982649919,17724809746.47,98.57,2800000000,2800000000,100,15182649919,14924809746.470001,98.30174459725023,,0,57909764203.64993,,1510368182996,1334894451363.89,88.38205587169902,1510368182996,1276984687160.24,84.54790702934332,,19 Desember
21,Kota Lhokseumawe,61065908796,58523321043,95.84,3566500000,2526836971,70.85,14822175116,4428391225,29.88,10699489428.32,7736940284.79,72.31,90154073340.32,73215489523.79,81.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690836560000,510152149730,73.85,24403444216,34735456627,142.34,1880799000,0,0,26284243216,34735456627,132.15,717120803216,544887606357,75.98,0,0,0,0,0,0,14013948735,8288851475,59.15,14013948735,8288851475,59.15,821288825291.32,626391947355.79,76.27,,411759253518.85,306922620765,74.54,187906716615.8,124960042519.1,66.5,0,0,0,1021000000,789000000,77.28,12419474218,2291710834,18.45,14875129668,6923442840.5,46.54,627981574020.65,441886816958.6,70.37,0,0,0,28431436290,15343078589,53.97,20737620505,9974988384,48.1,26141457089,19930223518,76.24,5049328200,2494937300,49.41,0,0,0,80359842084,47743227791,59.41179891953258,400000000,0,0,7673546069,2281761704,29.74,116508809127,76769833249,65.89,124182355196,79051594953,63.657670872992355,832923771300.65,568681639702.6,68.27535235482313,,12634946009.33,0,0,1000000000,0,0,11634946009.33,0,0,,-7.82012939453125e-05,57710307653.19006,,833923771300.6499,626391947355.79,75.11381362577329,833923771300.65,568681639702.6,68.19347994069548,,05 Desember
22,Kota Sabang,12968107998,7685726468,59.27,21235020122,15903691447,74.89,1452242234,1745540925,120.2,33460194418,7936593477.54,23.72,69115564772,33271552317.54,48.14,11425790001,5178244800,45.32,366975881000,326719171250,89.03,15908226000,10229665966,64.3,38772308000,16163318743,41.69,433082205001,358290400759,82.73,13677689000,13677689000,100,29591066000,22193299500,75,0,0,0,15258298000,14194578488,93.03,58527053000,50065566988,85.54,491609258001,408355967747,83.07,14829261901,13484584989,90.93,319214713,21000000,6.58,15148476614,13505584989,89.15,506757734615,421861552736,83.25,0,0,0,0,0,0,2586605643,1829887829,70.74,2586605643,1829887829,70.74,578459905030,456962992882.54,79,,257095360170.15,221420606646,86.12,188599065750.6,114285023249,60.6,0,0,0,1536001250,344493099,22.43,11528921893,5739729826,49.79,21179094157,3182774000,15.03,479938443220.75,344972626820,71.88,0,0,0,16200460881,7315375811,45.16,33284398678.4,16459771900.12,49.45,11232877006,5361671337,47.73,527000000,47874300,9.08,0,0,0,61244736565.4,29184693348.120003,47.65257389417492,200000000,0,0,1759732360,0,0,53970112964,40575046654,75.18,55729845324,40575046654,72.80667372770618,597113025110.15,414732366822.12,69.45625859452889,,19153120080.15,19153120080.15,100,500000000,0,0,18653120080.15,19153120080.15,102.68051670632883,,0,61383746140.569984,,597613025110.15,476116112962.69,79.66963452226194,597613025110.15,414732366822.12,69.39814719494743,,2025-11-30 00:00:00
23,Kota Subulussalam,17658258257,10935447094,61.93,53888601591,42079839714,78.09,1278272479,1344923844,105.21,5607159059,3104851012.37,55.37,78432291386,57465061664.37,73.27,0,0,0,0,0,0,0,0,0,0,0,0,446721708708,379963903373,85.06,0,0,0,35116368000,25017324750,71.24,0,0,0,65858945000,59220540560,89.92,100975313000,84237865310,83.42,547697021708,464201768683,84.76,25341821279,17588948105,69.41,338456643,0,0,25680277922,17588948105,68.49,573377299630,481790716788,84.03,0,0,0,0,0,0,6821551000,5230153593,76.67,6821551000,5230153593,76.67,658631142016,544485932045.37,82.67,,237407480752.72,176962961422,74.54,263042969514.28,132704716146,50.45,3977978627,3767520753,94.71,0,0,0,14448322000,9279829500,64.23,650000000,0,0,519526750894,322715027821,62.12,0,0,0,18411599229,10319500773,56.05,32603466715,16646150845,51.06,28672933825,9144638150,31.89,3225829300,837775500,25.97,0,93335000,0,82913829069,37041400268,44.67457441529391,1198930323,961218000,80.17,2647927120,239797005,9.06,106794765666,86340133103,80.85,109442692786,86579930108,79.10983173385092,713082203072,447297576197,62.727350965991825,,82884642736,0,0,28433581680,26469206496,93.09,54451061056,-26469206496,-48.61100221495746,,0,70719149352.37,,741515784752,544485932045.37,73.42877161104174,741515784752,473766782693,63.89166521269015,,2025-11-21 00:00:00
II,Prov. Sumatera Utara,5605254375313,4663685203040.09,83.2,192531703635,182761841779.52,94.93,353166995232,329075868190,93.18,268348553574,75128465319.93,28,6419301627754,5250651378329.54,81.79,0,0,0,0,0,0,0,0,0,0,0,0,5765863659000,5326124136242,92.37,5358460000,0,0,0,0,0,0,0,0,0,0,0,5358460000,0,0,5771222119000,5326124136242,92.29,0,0,0,13308995000,0,0,13308995000,0,0,5784531114000,5326124136242,92.08,6300000000,42118985000,668.56,20000000000,0,0,354554453629,375633822145,105.95,380854453629,417752807145,109.69,12584687195383,10994528321716.5,87.36,,3564822018789.92,3145693382813.89,88.24,2891751233984.64,2088212370255.31,72.21,0,0,0,0,0,0,882656024000,740763370820,83.92,14807815130,6000000000,40.52,7354037091904.56,5980669123889.2,81.32,7363233952,0,0,352364968819,199079108467,56.5,175136889681,103366331265.17,59.02,703525030044,459562508219.67,65.32,136521108508,58590919013,42.92,2301054340,814336000,35.39,1377212285344,821413202964.84,59.64318004610796,114049842728,60093967717.8,52.69,3554256970681,2779389050110,78.2,146123530622,128522020622,87.95,3700380501303,2907911070732,78.58410965326537,12545679721279.559,9770087365303.84,77.8761102017625,,10992525896.56,10992525896.56,100,50000000000,0,0,-39007474103.44,10992525896.56,-28.180563210552993,,0.00140380859375,1235433482309.2202,,12595679721279.56,11005520847613.06,87.37536275251558,12595679721279.559,9770087365303.84,77.56697202135055,,19 Desember
1,Kab. Asahan,178910712717,136369037601,76.22,8387484993,6805343904,81.14,8895884519,8895884519,100,75586515756.97,38561128374.93,51.02,271780597985.97,190631394398.93,70.14,80191543000,72416814600,90.3,950554498000,941774658470,99.08,7316701000,6224700529,85.08,249615793000,229226008576,91.83,1287678535000,1249642182175,97.05,14519419000,14519419000,100,0,0,0,0,0,0,173849005000,163800142894,94.22,188368424000,178319561894,94.67,1476046959000,1427961744069,96.74,196556181539,170671245983,86.83,0,0,0,196556181539,170671245983,86.83,1672603140539,1598632990052,95.58,0,4000000000,0,0,0,0,29921580297,13400502263,44.79,29921580297,17400502263,58.15,1974305318821.97,1806664886713.93,91.51,,755095131902.88,663512017511,87.87,663021257311.42,498527933210.69,75.19,0,0,0,0,0,0,61391420200,43029837763,70.09,1538200000,1472800000,95.75,1481046009414.3,1206542588484.69,81.47,0,0,0,54044364399,33340237261,61.69,80086903388,59213797273,73.94,106442213840,89087880132,83.7,13178056697,4262228675,32.34,70000000,70000000,100,253821538324,185974143341,73.26964629124828,2000000000,222682800,11.13,19525384525,19358465735,99.15,287172775075,276853729169,96.41,306698159600,296212194904,96.58101479654265,2043565707338.3,1688951609529.69,82.64728672363135,,69260388516.33,69260388516.33,100,0,0,0,69260388516.33,69260388516.33,100,,0,186973665700.57,,2043565707338.3,1875925275230.26,91.7966703245188,2043565707338.3,1688951609529.69,82.64728672363135,,19 Desember
2,Kab. Batubara,187608858370,165753086877,88.35,23753000000,19478581531,82,5298987222,5298987222,100,12000000000,10588500262.29,88.24,228660845592,201119155892.29,87.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977450713974,882596500138,90.3,0,0,0,0,0,0,71720445978,49740072454,69.35,1049171159952,932336572592,88.86,0,0,0,0,0,0,24253683151,17450669909.99,71.95,24253683151,17450669909.99,71.95,1302085688695,1150906398394.28,88.39,,545440228363,459693561015.32,84.28,410764369112,306448497066.92,74.6,0,0,0,0,0,0,28669446400,21916046950,76.44,1400000000,1385000000,98.93,986274043875,789443105032.24,80.04,150000000,0,0,40859083871,25605815348,62.67,21174501060,15160007334,71.6,47286499127,34269747504,72.47,10407838250,4978386000,47.83,127800000,125883000,98.5,120005722308,80139839186,66.7800148565562,2193392527,840456691,38.32,13891800690,13891800690,100,197913023700,165346780382,83.55,211804824390,179238581072,84.62440909370639,1320277983100,1049661981981.24,79.50310430206855,,31104578877,31104578877.76,100,12912284472,12912284472,100,18192294405,18192294405.76,100.0000000041776,,0,119436710818.80003,,1333190267572,1182010977272.04,88.66033648930794,1333190267572,1062574266453.24,79.70162191390696,,12 Desember
3,Kab. Dairi,30000000000,25811519864.8,86.04,60789727000,48981443304,80.58,12539755000,12539756694,100,9034469000,10595474941.48,117.28,112363951000,97928194804.28,87.15,0,0,0,0,0,0,0,0,0,0,0,0,860304003000,817682435564,95.05,0,0,0,0,0,0,0,0,0,130570255000,96952553564,74.25,130570255000,96952553564,74.25,990874258000,914634989128,92.31,69690690909,57846729818,83,0,0,0,69690690909,57846729818,83,1060564948909,972481718946,91.69,0,0,0,0,0,0,15000000000,12673017464,84.49,15000000000,12673017464,84.49,1187928899909,1083082931214.28,91.17,,616018558650,557511143746,90.5,308572683108,199528162429.28,64.66,0,0,0,0,0,0,11159769500,3200339500,28.68,0,0,0,935751011258,760239645675.28,81.24,0,0,0,23638270512,13257926379,56.09,38180161569,11676893907,30.58,16834704388,3986692160,23.68,10670618050,4165054020,39.03,0,0,0,89323754519,33086566466,37.04117302745282,1685655000,666556766,39.54,2381148000,2381148000,100,196792301000,162898528764,82.78,199173449000,165279676764,82.98278590536432,1225933869777,959272445671.28,78.24830272825187,,39004969868,39004969868.14,100,1000000000,0,0,38004969868,39004969868.14,102.6312348190598,,0,162815455411.14,,1226933869777,1122087901082.42,91.4546357161339,1226933869777,959272445671.28,78.18452724315382,,19 Desember
4,Kab. Deli Serdang,1264273303335,1051051176357.01,83.13,97763467504,44425261547,45.44,20435467088,21417196466,104.8,217315924698,231287831019.57,106.43,1599788162625,1348181465389.58,84.27,86003438000,76786669000,89.28,1858932206000,1820105105712,97.91,27057062000,20470103896,75.66,632548387000,586465963484,92.71,2604541093000,2503827842092,96.13,19684209000,19684209000,100,0,0,0,0,0,0,373382667000,295489650794,79.14,393066876000,315173859794,80.18,2997607969000,2819001701886,94.04,181528963809,480492630108,264.69,7901950000,7901950000,100,189430913809,488394580108,257.82,3187038882809,3307396281994,103.78,0,0,0,0,4000000000,0,0,0,0,0,4000000000,0,4786827045434,4659577747383.58,97.34,,1724556532352,1331773952458,77.22,1523733668707,1026493001530.76,67.37,0,0,0,1000000000,0,0,207860990481,174714041082,84.05,701415000,105465000,15.04,3457852606540,2533086460070.76,73.26,28961370966,2630665433,9.08,138636569737,93302344598,67.3,174279367948,32567165483.45,18.69,499748990846,275501614241,55.13,17474071216,12817591316,73.35,749346150,3300000,0.44,859849716863,416822681071.45,48.476224728217524,8841005000,2026949202,22.93,93089773381,90693764661,97.43,572367640300,492544803774,86.05,665457413681,583238568435,87.64476230098578,4992000742084,3535174658779.21,70.81678952842839,,223173696650,223173696650.44,100,18000000000,5000000000,27.78,205173696650,218173696650.44,106.33609483705717,,0,1342576785254.81,,5010000742084,4882751444034.0205,97.46009422751007,5010000742084,3540174658779.21,70.66215837138999,,19 Desember
